Master_CDF,feeder_voltage,feeder_max_hc,feeder_min_hc,feeder_dg_connected_since_refresh,hca_refresh_date,color,shape_length
36_30_37158,13.2,10,0.3,0,2022/10/01 00:00:00+00,dark blue,0.171160691
36_30_40251,13.2,7.7,0.11,-0.01,2022/10/01 00:00:00+00,dark blue,0.296422245
36_30_40252,13.2,9.74,0.1,0,2022/10/01 00:00:00+00,dark blue,0.188803418
36_30_40253,13.2,3.52,0.26,0,2022/10/01 00:00:00+00,blue,0.146355986
36_30_40771,4.8,4.27,0.3,0,2022/10/01 00:00:00+00,blue,0.186368992
36_30_40772,4.8,0,0,0,2022/10/01 00:00:00+00,brown,0.064151375
36_30_42051,13.2,10,0.2,0.01,2022/10/01 00:00:00+00,dark blue,0.45017198
36_30_42052,13.2,10,0.3,0,2022/10/01 00:00:00+00,dark blue,0.199601176
36_30_42053,13.2,10,0.5,0.01,2022/10/01 00:00:00+00,dark blue,0.071514834
36_30_42054,13.2,9.38,0.2,0,2022/10/01 00:00:00+00,dark blue,0.471293867
36_30_42126,4.16,3.17,0.4,0.04,2022/10/01 00:00:00+00,blue,0.130082692
36_30_42127,4.16,3.17,0.4,0.02,2022/10/01 00:00:00+00,blue,0.078779605
36_30_42151,13.2,9.24,0.3,0.02,2022/10/01 00:00:00+00,dark blue,0.406926882
36_30_42152,13.2,9.24,0.2,0.07,2022/10/01 00:00:00+00,dark blue,0.327814222
36_30_42153,13.2,9.24,0.1,-0.06,2022/10/01 00:00:00+00,dark blue,0.672294314
36_30_42551,13.2,10,1.4,0,2022/10/01 00:00:00+00,dark blue,0.048284346
36_30_42552,13.2,10,1.4,0,2022/10/01 00:00:00+00,dark blue,0.039412474
36_30_43451,13.2,6.03,1.1,0,2022/10/01 00:00:00+00,dark blue,0.000197037
36_30_43452,13.2,6.03,1,0,2022/10/01 00:00:00+00,dark blue,0.000357535
36_30_44651,13.2,2.27,0.5,0,2022/10/01 00:00:00+00,light blue,0.062703138
36_30_44730,4.8,0,0,0.03,2022/10/01 00:00:00+00,brown,0.483976328
36_30_45151,13.2,0,0,0.12,2022/10/01 00:00:00+00,brown,1.296620867
36_30_45152,13.2,0,0,0.01,2022/10/01 00:00:00+00,brown,0.69835216
36_30_45153,13.2,9.24,0,6.03,2022/10/01 00:00:00+00,dark blue,0.462991194
36_30_45251,13.2,10,0.2,0.01,2022/10/01 00:00:00+00,dark blue,0.431414244
36_30_45252,13.2,10,0.2,0,2022/10/01 00:00:00+00,dark blue,0.121661548
36_30_45253,13.2,9.62,0.2,0.03,2022/10/01 00:00:00+00,dark blue,0.230390764
36_30_45731,4.8,1.82,0,0,2022/10/01 00:00:00+00,turquoise,0.196800524
36_30_45851,13.2,3.7,0,0.1,2022/10/01 00:00:00+00,blue,0.055262204
36_30_45852,13.2,2.7,0,0,2022/10/01 00:00:00+00,light blue,0.215608103
36_30_45951,13.2,5.5,0,0.01,2022/10/01 00:00:00+00,dark blue,0.430587696
36_30_45952,13.2,2,0.2,0,2022/10/01 00:00:00+00,light blue,0.234162145
36_30_45953,13.2,3.46,0.4,0,2022/10/01 00:00:00+00,blue,0.036411984
36_31_09312,4.16,2,0.4,0.01,2022/10/01 00:00:00+00,light blue,0.056124299
36_31_09313,4.16,2,0.2,0,2022/10/01 00:00:00+00,light blue,0.035985985
36_31_09351,13.2,3.03,0,0,2022/10/01 00:00:00+00,blue,0.087504275
36_31_09450,4.16,1.1,0.2,0,2022/10/01 00:00:00+00,green,0.09774192
36_31_09453,4.16,1.3,0.1,0,2022/10/01 00:00:00+00,green,0.112712739
36_31_09456,4.16,1.8,1.6,0,2022/10/01 00:00:00+00,turquoise,0.001544188
36_31_09457,4.16,1.8,0.7,0,2022/10/01 00:00:00+00,turquoise,0.027989044
36_31_09491,4.16,0.5,0.1,0,2022/10/01 00:00:00+00,yellow,0.070586637
36_31_12351,13.2,0,0,0.02,2022/10/01 00:00:00+00,brown,1.160286136
36_31_12352,13.2,0,0,0,2022/10/01 00:00:00+00,brown,0.240306247
36_31_12353,13.2,0,0,0,2022/10/01 00:00:00+00,brown,0.922219892
36_31_12354,13.2,8.35,0.2,0.02,2022/10/01 00:00:00+00,dark blue,0.321942226
36_31_24480,4.16,2.33,0.2,0,2022/10/01 00:00:00+00,light blue,0.055611718
36_31_24481,4.16,2.38,0.3,0,2022/10/01 00:00:00+00,light blue,0.054257155
36_31_24482,4.16,2.36,0.4,0,2022/10/01 00:00:00+00,light blue,0.013681768
36_31_24483,4.16,2.36,0.7,0,2022/10/01 00:00:00+00,light blue,0.048540435
36_31_26452,13.2,0,0,0.04,2022/10/01 00:00:00+00,brown,1.621486659
36_31_26453,13.2,0,0,0.05,2022/10/01 00:00:00+00,brown,1.742778813
36_31_29252,4.16,2.5,0.1,0,2022/10/01 00:00:00+00,light blue,0.003446447
36_31_29255,4.16,3.38,0.1,0,2022/10/01 00:00:00+00,blue,0.044141261
36_31_30051,13.2,1.4,0.1,0,2022/10/01 00:00:00+00,green,0.273379012
36_31_30052,13.2,2.5,0.3,0,2022/10/01 00:00:00+00,light blue,0.084686086
36_31_30056,13.2,6.33,0.3,0,2022/10/01 00:00:00+00,dark blue,0.069202047
36_31_30057,13.2,1.6,0.1,0,2022/10/01 00:00:00+00,turquoise,0.385203744
36_31_30751,13.2,9.19,0.1,0.01,2022/10/01 00:00:00+00,dark blue,0.421697015
36_31_30752,13.2,8.67,1.3,0,2022/10/01 00:00:00+00,dark blue,0.053055633
36_31_30753,13.2,8.94,0.46,0.1,2022/10/01 00:00:00+00,dark blue,0.55443093
36_31_30754,13.2,8.85,0.1,0,2022/10/01 00:00:00+00,dark blue,0.185661001
36_31_31451,13.2,3.3,0,0,2022/10/01 00:00:00+00,blue,1.662650537
36_31_31452,13.2,0,0,0,2022/10/01 00:00:00+00,brown,1.009896532
36_31_32851,13.2,9.72,0,0,2022/10/01 00:00:00+00,dark blue,2.11873363
36_31_32852,13.2,6.75,2.2,0,2022/10/01 00:00:00+00,dark blue,0.410240656
36_31_33351,13.2,3.3,0,0,2022/10/01 00:00:00+00,blue,2.638244344
36_31_33451,13.2,8.85,0.9,0,2022/10/01 00:00:00+00,dark blue,0.075358243
36_31_33452,13.2,3.1,0.3,0.02,2022/10/01 00:00:00+00,blue,0.343256029
36_31_33453,13.2,8.76,4.1,0.01,2022/10/01 00:00:00+00,dark blue,0.151673407
36_31_33455,13.2,3.8,0.13,0,2022/10/01 00:00:00+00,blue,0.411060496
36_31_33456,13.2,9.86,1.4,0,2022/10/01 00:00:00+00,dark blue,0.051008636
36_31_33457,13.2,0,0,0.02,2022/10/01 00:00:00+00,brown,0.469620927
36_31_33458,13.2,0,0,0.03,2022/10/01 00:00:00+00,brown,0.361561673
36_31_33816,4.16,2.8,1,0,2022/10/01 00:00:00+00,light blue,0.03046015
36_31_33817,4.16,2.87,0.4,0,2022/10/01 00:00:00+00,light blue,0.064182645
36_31_33818,4.16,2.91,2.91,0,2022/10/01 00:00:00+00,light blue,0.002704753
36_31_35251,13.2,8.32,0.8,0,2022/10/01 00:00:00+00,dark blue,0.079489733
36_31_35252,13.2,8.32,0.1,0,2022/10/01 00:00:00+00,dark blue,0.52405325
36_31_35253,13.2,8.14,0.4,0,2022/10/01 00:00:00+00,dark blue,0.208890602
36_31_35254,13.2,8.14,0.3,0,2022/10/01 00:00:00+00,dark blue,0.522817145
36_31_35255,13.2,8.32,4.1,0,2022/10/01 00:00:00+00,dark blue,0.031217204
36_31_35256,13.2,8.14,0.1,0.02,2022/10/01 00:00:00+00,dark blue,0.553251247
36_31_37251,13.2,8.67,0,0.01,2022/10/01 00:00:00+00,dark blue,0.001378064
36_31_37252,13.2,1.8,0,0.01,2022/10/01 00:00:00+00,turquoise,0.198194305
36_31_37253,13.2,0.6,0.1,0.01,2022/10/01 00:00:00+00,yellow,0.522388071
36_31_37254,13.2,3.8,0.5,0,2022/10/01 00:00:00+00,blue,0.109603325
36_31_37255,13.2,3.3,0.16,0,2022/10/01 00:00:00+00,blue,0.1642914
36_31_37256,13.2,0,0,0.01,2022/10/01 00:00:00+00,brown,0.601239026
36_31_41351,13.2,9.01,0.08,0.01,2022/10/01 00:00:00+00,dark blue,0.600897098
36_31_41352,13.2,9.01,0,0.01,2022/10/01 00:00:00+00,dark blue,0.348399533
36_31_41353,13.2,9.01,1.4,0,2022/10/01 00:00:00+00,dark blue,0.335543956
36_31_44421,4.8,2,0.1,0,2022/10/01 00:00:00+00,light blue,0.00679235
36_31_44952,13.2,9.44,0.1,0.01,2022/10/01 00:00:00+00,dark blue,0.655210832
36_31_44953,13.2,0,0,0.01,2022/10/01 00:00:00+00,brown,0.710941421
36_32_13755,13.2,9.08,0.2,0.01,2022/10/01 00:00:00+00,dark blue,0.33286565
36_32_13756,13.2,9.56,0.07,0,2022/10/01 00:00:00+00,dark blue,0.248208731
36_32_13757,13.2,0,0,0.02,2022/10/01 00:00:00+00,brown,0.392111443
36_32_13850,13.2,8.71,0.5,0.02,2022/10/01 00:00:00+00,dark blue,0.2985546
36_32_13851,13.2,8.55,0,0,2022/10/01 00:00:00+00,dark blue,0.150858104
36_32_13852,13.2,8.71,0.5,0,2022/10/01 00:00:00+00,dark blue,0.103272306
36_32_13853,13.2,0,0,0.04,2022/10/01 00:00:00+00,brown,1.145646048
36_32_23051,13.2,9.72,0.18,0,2022/10/01 00:00:00+00,dark blue,0.17705797
36_32_23052,13.2,9,0.1,0.01,2022/10/01 00:00:00+00,dark blue,0.340626084
36_32_24551,13.2,9.37,0.2,0.01,2022/10/01 00:00:00+00,dark blue,0.223691953
36_32_24552,13.2,10,0.8,0,2022/10/01 00:00:00+00,dark blue,0.197916354
36_32_25571,4.16,0,0,0.01,2022/10/01 00:00:00+00,brown,0.126538471
36_32_25572,4.16,1.85,0.4,0,2022/10/01 00:00:00+00,turquoise,0.057172824
36_32_25573,4.16,1.84,0.1,0,2022/10/01 00:00:00+00,turquoise,0.070415059
36_32_25577,4.16,1.98,0.1,0,2022/10/01 00:00:00+00,turquoise,0.072473235
36_32_25578,4.16,1.9,0.4,0,2022/10/01 00:00:00+00,turquoise,0.055682719
36_32_25602,4.16,2.85,0.5,0,2022/10/01 00:00:00+00,light blue,0.059838055
36_32_25603,4.16,2.86,0.6,0,2022/10/01 00:00:00+00,light blue,0.037800245
36_32_25605,4.16,2.92,0.2,0,2022/10/01 00:00:00+00,light blue,0.028617788
36_32_25607,4.16,1.4,0.9,0,2022/10/01 00:00:00+00,green,0.020695763
36_32_25608,4.16,2.72,2.3,0,2022/10/01 00:00:00+00,light blue,0.009227351
36_32_25609,4.16,3.46,0.7,0,2022/10/01 00:00:00+00,blue,0.015085871
36_32_26551,13.2,8.35,0.5,0,2022/10/01 00:00:00+00,dark blue,0.316271155
36_01_12161,4.8,2.08,0.16,0,2022/10/01 00:00:00+00,light blue,0.040007997
36_01_12261,4.16,0.5,0.4,0,2022/10/01 00:00:00+00,yellow,0.035837622
36_01_12262,4.16,0.5,0.3,0,2022/10/01 00:00:00+00,yellow,0.030355319
36_01_12265,4.16,0.2,0.1,0,2022/10/01 00:00:00+00,brown,0.029571715
36_01_12268,4.16,0.5,0.2,0,2022/10/01 00:00:00+00,yellow,0.041370257
36_01_12272,4.16,0.5,0.4,0,2022/10/01 00:00:00+00,yellow,0.026829944
36_01_12462,4.16,2.4,0.5,0,2022/10/01 00:00:00+00,light blue,0.075342385
36_01_12463,4.16,2.51,0.4,0,2022/10/01 00:00:00+00,light blue,0.012521382
36_01_12464,4.16,2.34,0.4,0,2022/10/01 00:00:00+00,light blue,0.015011749
36_01_12465,4.16,1.92,0.7,0,2022/10/01 00:00:00+00,turquoise,0.016211314
36_01_12466,4.16,1.51,0.5,0,2022/10/01 00:00:00+00,turquoise,0.053368026
36_01_12467,4.16,2.4,0.9,0,2022/10/01 00:00:00+00,light blue,0.0708972
36_01_12468,4.16,2.31,0.6,0,2022/10/01 00:00:00+00,light blue,0.006298452
36_01_12471,4.16,2.31,2.31,0,2022/10/01 00:00:00+00,light blue,0.006952223
36_01_12472,4.16,2.18,0.9,0,2022/10/01 00:00:00+00,light blue,0.061123816
36_01_12473,4.16,2.19,0.4,0,2022/10/01 00:00:00+00,light blue,0.053461167
36_01_12475,4.16,2.31,0.4,0,2022/10/01 00:00:00+00,light blue,0.082558428
36_01_12476,4.16,2.41,0.7,0,2022/10/01 00:00:00+00,light blue,0.025291365
36_01_12477,4.16,2.38,1.6,0,2022/10/01 00:00:00+00,light blue,0.013585238
36_01_12661,4.16,1.6,0.5,0,2022/10/01 00:00:00+00,turquoise,0.076542956
36_01_12662,4.16,0.5,0.2,0,2022/10/01 00:00:00+00,yellow,0.051254817
36_01_12663,4.16,0.7,0.1,0,2022/10/01 00:00:00+00,yellow,0.070044481
36_01_12664,4.16,1.4,0.1,0,2022/10/01 00:00:00+00,green,0.053453104
36_01_12761,4.16,2.15,0.3,0,2022/10/01 00:00:00+00,light blue,0.049770477
36_01_12762,4.16,2.13,1.4,0,2022/10/01 00:00:00+00,light blue,0.008012135
36_01_12764,4.16,2.13,0.4,0,2022/10/01 00:00:00+00,light blue,0.034228095
36_01_12765,4.16,2.1,0.3,0,2022/10/01 00:00:00+00,light blue,0.04033615
36_01_12766,4.16,2.13,0.1,0,2022/10/01 00:00:00+00,light blue,0.035233949
36_01_12962,4.16,1.9,0.5,0,2022/10/01 00:00:00+00,turquoise,0.090766945
36_01_12963,4.16,2.2,0.3,0,2022/10/01 00:00:00+00,light blue,0.092423222
36_01_12964,4.16,1.43,0.2,0,2022/10/01 00:00:00+00,green,0.090789377
36_01_12973,4.16,2.31,0.4,0,2022/10/01 00:00:00+00,light blue,0.023349844
36_01_12974,4.16,2,0.4,0,2022/10/01 00:00:00+00,light blue,0.097178086
36_01_12975,4.16,2.23,0.6,0,2022/10/01 00:00:00+00,light blue,0.081908665
36_01_12976,4.16,1.43,0.7,0,2022/10/01 00:00:00+00,green,0.036511304
36_01_13051,13.2,9.37,0.07,0,2022/10/01 00:00:00+00,dark blue,0.125511176
36_01_13052,13.2,8.25,0.8,0,2022/10/01 00:00:00+00,dark blue,0.05165641
36_01_13053,13.2,7.96,0,0,2022/10/01 00:00:00+00,dark blue,0.357635898
36_01_13054,13.2,8.41,0.8,0,2022/10/01 00:00:00+00,dark blue,0.035260524
36_01_13055,13.2,9.37,0.3,0,2022/10/01 00:00:00+00,dark blue,0.298236091
36_01_13056,13.2,8.25,0.6,0,2022/10/01 00:00:00+00,dark blue,0.097181502
36_01_13057,13.2,7.96,1.3,0,2022/10/01 00:00:00+00,dark blue,0.110483238
36_01_13058,13.2,8.41,0.5,0,2022/10/01 00:00:00+00,dark blue,0.142819574
36_01_13261,4.8,2.21,1.7,0,2022/10/01 00:00:00+00,light blue,0.015994527
36_01_13961,4.16,2.9,0.2,0,2022/10/01 00:00:00+00,light blue,0.125185778
36_01_13962,4.16,2.9,0.4,0.18,2022/10/01 00:00:00+00,light blue,0.078278681
36_01_13971,4.16,2.9,0.3,0,2022/10/01 00:00:00+00,light blue,0.115766953
36_01_13972,4.16,2.9,0.1,0,2022/10/01 00:00:00+00,light blue,0.029831598
36_01_14051,13.2,7.86,5.2,0,2022/10/01 00:00:00+00,dark blue,0.163995927
36_01_14052,13.2,7.34,2.3,0,2022/10/01 00:00:00+00,dark blue,0.190820477
36_01_14053,13.2,8.07,0.08,0,2022/10/01 00:00:00+00,dark blue,0.232387491
36_01_14055,13.2,8.71,0.1,0.01,2022/10/01 00:00:00+00,dark blue,0.146137987
36_01_14056,13.2,7.34,0.3,0,2022/10/01 00:00:00+00,dark blue,0.071893494
36_01_14057,13.2,1.38,0.1,0,2022/10/01 00:00:00+00,green,0.15889631
36_01_14058,13.2,0.71,0.2,5,2022/10/01 00:00:00+00,yellow,0.201920661
36_01_14269,4.16,2.21,0.4,0,2022/10/01 00:00:00+00,light blue,0.067251101
36_01_14271,4.16,2.21,0.3,0,2022/10/01 00:00:00+00,light blue,0.068681517
36_01_14272,4.16,2.21,0.4,0,2022/10/01 00:00:00+00,light blue,0.061054973
36_01_14273,4.16,2.21,0.7,0,2022/10/01 00:00:00+00,light blue,0.020860368
36_01_14651,13.2,2.93,0.8,0,2022/10/01 00:00:00+00,light blue,0.035683284
36_01_15466,4.16,3.13,0.3,0,2022/10/01 00:00:00+00,blue,0.075515102
36_01_15467,4.16,3.13,1.6,0,2022/10/01 00:00:00+00,blue,0.047613544
36_01_15468,4.16,3.13,0.2,0,2022/10/01 00:00:00+00,blue,0.110472009
36_01_15561,4.16,2.37,0.1,0,2022/10/01 00:00:00+00,light blue,0.077957256
36_01_15562,4.16,2.52,0.2,0,2022/10/01 00:00:00+00,light blue,0.01158339
36_01_15564,4.16,2.37,0.5,0,2022/10/01 00:00:00+00,light blue,0.096436057
36_01_16061,4.16,2.47,0.7,0,2022/10/01 00:00:00+00,light blue,0.036126122
36_01_16062,4.16,2.23,1.2,0,2022/10/01 00:00:00+00,light blue,0.021395802
36_01_16063,4.16,2.47,0.7,0,2022/10/01 00:00:00+00,light blue,0.023302078
36_01_16065,4.16,1.92,0.3,0,2022/10/01 00:00:00+00,turquoise,0.02656965
36_01_16066,4.16,1.92,0.1,0,2022/10/01 00:00:00+00,turquoise,0.030179515
36_01_16069,4.16,1.92,0.1,0,2022/10/01 00:00:00+00,turquoise,0.028842138
36_01_16161,4.16,2.17,0.5,0,2022/10/01 00:00:00+00,light blue,0.056520783
36_01_16162,4.16,2.38,0.5,0,2022/10/01 00:00:00+00,light blue,0.060164884
36_01_16163,4.16,1.92,0.5,0,2022/10/01 00:00:00+00,turquoise,0.020228399
36_01_16164,4.16,2.47,1,0,2022/10/01 00:00:00+00,light blue,0.051506021
36_01_16165,4.16,2.18,0.7,0,2022/10/01 00:00:00+00,light blue,0.026843492
36_01_16166,4.16,2.12,0.6,0,2022/10/01 00:00:00+00,light blue,0.037172758
36_01_16167,4.16,1.92,0.4,0,2022/10/01 00:00:00+00,turquoise,0.03896453
36_01_16168,4.16,2.13,0.5,0,2022/10/01 00:00:00+00,light blue,0.072334562
36_01_20552,13.2,5.1,1.4,0,2022/10/01 00:00:00+00,dark blue,0.018370284
36_01_20553,13.2,5.1,1.5,0,2022/10/01 00:00:00+00,dark blue,0.091325651
36_01_20651,13.2,10,0.4,0,2022/10/01 00:00:00+00,dark blue,0.269576301
36_01_20652,13.2,8.12,0.8,0,2022/10/01 00:00:00+00,dark blue,0.065993793
36_01_20653,13.2,9.92,0.04,0,2022/10/01 00:00:00+00,dark blue,0.677716758
36_01_20654,13.2,8.39,1.3,0,2022/10/01 00:00:00+00,dark blue,0.137068167
36_01_20655,13.2,9.98,0.3,0.01,2022/10/01 00:00:00+00,dark blue,0.505730523
36_01_20656,13.2,7.54,5.3,0,2022/10/01 00:00:00+00,dark blue,0.237797125
36_01_20751,13.2,3.82,0.2,0,2022/10/01 00:00:00+00,blue,0.017519467
36_01_20862,4.16,0.3,0.3,0,2022/10/01 00:00:00+00,red,0.047875087
36_01_20863,4.16,2.5,0.4,0,2022/10/01 00:00:00+00,light blue,0.035185635
36_01_20865,4.16,2.5,1.6,0,2022/10/01 00:00:00+00,light blue,0.016085686
36_01_20867,4.16,0.3,0.2,0,2022/10/01 00:00:00+00,red,0.099542849
36_01_20870,4.16,0.3,0.2,0.01,2022/10/01 00:00:00+00,red,0.065030438
36_01_20871,4.16,0.4,0.3,0,2022/10/01 00:00:00+00,red,0.05843876
36_01_21150,13.2,8.92,2.2,0,2022/10/01 00:00:00+00,dark blue,0.101136934
36_01_21151,13.2,8.78,0.5,0,2022/10/01 00:00:00+00,dark blue,0.170867784
36_01_21152,13.2,8.78,0.1,0,2022/10/01 00:00:00+00,dark blue,0.169745516
36_01_21153,13.2,8.87,0.1,0,2022/10/01 00:00:00+00,dark blue,0.182435116
36_01_21155,13.2,8.12,0.27,0,2022/10/01 00:00:00+00,dark blue,0.152928675
36_01_21156,13.2,10,0.2,0,2022/10/01 00:00:00+00,dark blue,0.261545389
36_01_21157,13.2,9.35,0,0,2022/10/01 00:00:00+00,dark blue,0.191125012
36_01_21252,13.2,8.55,0,0,2022/10/01 00:00:00+00,dark blue,0.06490006
36_01_21253,13.2,8.55,0.5,0,2022/10/01 00:00:00+00,dark blue,0.441361367
36_01_21257,13.2,8.1,0,0,2022/10/01 00:00:00+00,dark blue,0.24136244
36_01_21258,13.2,8.55,0.3,0,2022/10/01 00:00:00+00,dark blue,0.097386406
36_01_21351,13.2,8.7,0.5,0,2022/10/01 00:00:00+00,dark blue,0.035836782
36_01_21353,13.2,5.56,0.5,0,2022/10/01 00:00:00+00,dark blue,0.03503485
36_01_21461,4.16,2.53,0.6,0,2022/10/01 00:00:00+00,light blue,0.016720207
36_01_21462,4.16,2.59,0.4,0.01,2022/10/01 00:00:00+00,light blue,0.062140782
36_01_21463,4.16,2.44,0.1,0,2022/10/01 00:00:00+00,light blue,0.099400258
36_01_21464,4.16,2.44,0.1,0,2022/10/01 00:00:00+00,light blue,0.073800618
36_01_21465,4.16,2.73,0.4,0,2022/10/01 00:00:00+00,light blue,0.073907001
36_01_215451,13.2,4.06,0.1,0,2022/10/01 00:00:00+00,blue,0.052003587
36_01_215452,13.2,0,0,0,2022/10/01 00:00:00+00,brown,0.143246641
36_01_2161,4.16,1.8,0.1,0,2022/10/01 00:00:00+00,turquoise,0.062327179
36_01_2163,4.16,2.16,0.1,0.01,2022/10/01 00:00:00+00,light blue,0.055133686
36_01_2164,4.16,2.16,0.1,0.01,2022/10/01 00:00:00+00,light blue,0.136182717
36_01_2166,4.16,2.16,0.7,0,2022/10/01 00:00:00+00,light blue,0.069495488
36_01_2167,4.16,2.16,0.4,0,2022/10/01 00:00:00+00,light blue,0.080840748
36_01_2168,4.16,2.16,0.7,0,2022/10/01 00:00:00+00,light blue,0.047924732
36_01_2169,4.16,2.16,0.3,0.02,2022/10/01 00:00:00+00,light blue,0.101237638
36_01_2171,4.16,2.16,0.1,0,2022/10/01 00:00:00+00,light blue,0.073943404
36_01_2172,4.16,2.16,1.6,0,2022/10/01 00:00:00+00,light blue,0.004168017
36_01_2173,4.16,2.16,0.3,0,2022/10/01 00:00:00+00,light blue,0.06884773
36_01_22451,13.2,7.02,0.3,0,2022/10/01 00:00:00+00,dark blue,0.127870317
36_01_22452,13.2,7.86,5.5,0,2022/10/01 00:00:00+00,dark blue,0.043221071
36_01_22453,13.2,7.86,0.16,0,2022/10/01 00:00:00+00,dark blue,0.207909352
36_01_22454,13.2,7.98,1.4,0,2022/10/01 00:00:00+00,dark blue,0.04901957
36_01_22455,13.2,6.58,0.8,0,2022/10/01 00:00:00+00,dark blue,0.040746946
36_01_22457,13.2,7.48,0.3,0,2022/10/01 00:00:00+00,dark blue,0.138548515
36_01_22458,13.2,7.02,0.8,0.01,2022/10/01 00:00:00+00,dark blue,0.111795288
36_01_2261,4.16,1.77,0.5,0,2022/10/01 00:00:00+00,turquoise,0.067578373
36_01_2262,4.16,2.53,0.5,0,2022/10/01 00:00:00+00,light blue,0.041134352
36_01_2263,4.16,1.83,0.5,0,2022/10/01 00:00:00+00,turquoise,0.076832776
36_01_2264,4.16,1.81,0.4,0.1,2022/10/01 00:00:00+00,turquoise,0.060573511
36_01_2267,4.16,2.44,0.7,0,2022/10/01 00:00:00+00,light blue,0.082319691
36_01_2268,4.16,2.08,0.3,0,2022/10/01 00:00:00+00,light blue,0.044301795
36_01_2269,4.16,2.47,0.6,0,2022/10/01 00:00:00+00,light blue,0.061370948
36_01_2271,4.16,1.73,0.3,0,2022/10/01 00:00:00+00,turquoise,0.041769109
36_01_2272,4.16,2.16,0.4,0,2022/10/01 00:00:00+00,light blue,0.080426557
36_01_2273,4.16,1.88,0.3,0,2022/10/01 00:00:00+00,turquoise,0.061515215
36_01_22951,13.2,10,0.2,0,2022/10/01 00:00:00+00,dark blue,0.156005835
36_01_22952,13.2,10,0.5,0,2022/10/01 00:00:00+00,dark blue,0.090146544
36_01_22953,13.2,10,0.3,0,2022/10/01 00:00:00+00,dark blue,0.354789912
36_01_22954,13.2,10,0.3,0,2022/10/01 00:00:00+00,dark blue,0.175164812
36_01_22955,13.2,10,0.4,0,2022/10/01 00:00:00+00,dark blue,0.199092782
36_01_22956,13.2,10,2.3,0.03,2022/10/01 00:00:00+00,dark blue,0.427583628
36_01_22957,13.2,10,3.2,0.01,2022/10/01 00:00:00+00,dark blue,0.188390098
36_01_2361,4.16,2.16,0.3,0,2022/10/01 00:00:00+00,light blue,0.078478695
36_01_2362,4.16,2.16,0.6,0,2022/10/01 00:00:00+00,light blue,0.057824654
36_01_2364,4.16,2.16,0.4,0,2022/10/01 00:00:00+00,light blue,0.097704104
36_01_2365,4.16,2.16,0.3,0,2022/10/01 00:00:00+00,light blue,0.079933986
36_01_2366,4.16,2.16,0.5,0.01,2022/10/01 00:00:00+00,light blue,0.037109858
36_01_2367,4.16,2.16,0.4,0,2022/10/01 00:00:00+00,light blue,0.057316104
36_01_2368,4.16,2.16,0.4,0,2022/10/01 00:00:00+00,light blue,0.045554778
36_01_2369,4.16,2.16,0.4,0,2022/10/01 00:00:00+00,light blue,0.050081149
36_01_2371,4.16,2.16,0.3,0,2022/10/01 00:00:00+00,light blue,0.042966902
36_01_2372,4.16,2.16,0.3,0,2022/10/01 00:00:00+00,light blue,0.064358846
36_01_2373,4.16,2.16,0.5,0,2022/10/01 00:00:00+00,light blue,0.035903725
36_01_2461,4.16,1.77,0.7,0,2022/10/01 00:00:00+00,turquoise,0.020890573
36_01_2462,4.16,2.16,0.3,-0.01,2022/10/01 00:00:00+00,light blue,0.053525649
36_01_2463,4.16,1.78,0.6,0,2022/10/01 00:00:00+00,turquoise,0.042966406
36_01_2465,4.16,2.16,0.3,0,2022/10/01 00:00:00+00,light blue,0.077265837
36_01_2466,4.16,1.71,0.4,0,2022/10/01 00:00:00+00,turquoise,0.016373273
36_01_2467,4.16,2.16,0.2,0,2022/10/01 00:00:00+00,light blue,0.05462872
36_01_2469,4.16,2.16,0.4,0,2022/10/01 00:00:00+00,light blue,0.05535204
36_01_2471,4.16,1.92,0.5,0,2022/10/01 00:00:00+00,turquoise,0.045962033
36_01_2472,4.16,1.92,0.2,0,2022/10/01 00:00:00+00,turquoise,0.062104222
36_01_2473,4.16,1.69,0.9,0,2022/10/01 00:00:00+00,turquoise,0.028284002
36_01_2563,4.16,1.92,0.7,0,2022/10/01 00:00:00+00,turquoise,0.040999737
36_01_2564,4.16,1.92,0.5,0,2022/10/01 00:00:00+00,turquoise,0.052242322
36_01_2565,4.16,1.92,0.4,0,2022/10/01 00:00:00+00,turquoise,0.063953186
36_01_2566,4.16,1.92,0.4,0,2022/10/01 00:00:00+00,turquoise,0.045861335
36_01_2568,4.16,1.92,0.7,0,2022/10/01 00:00:00+00,turquoise,0.03043954
36_01_2569,4.16,1.92,1.2,0,2022/10/01 00:00:00+00,turquoise,0.021836216
36_01_2571,4.16,1.92,1,0,2022/10/01 00:00:00+00,turquoise,0.020696423
36_01_2572,4.16,1.92,0.7,0,2022/10/01 00:00:00+00,turquoise,0.022634858
36_01_2573,4.16,1.92,0.9,0,2022/10/01 00:00:00+00,turquoise,0.031231606
36_01_2661,4.16,1.92,0.5,0,2022/10/01 00:00:00+00,turquoise,0.052767539
36_01_2662,4.16,2.16,0.4,0.01,2022/10/01 00:00:00+00,light blue,0.071147245
36_01_2663,4.16,2.16,0.5,0,2022/10/01 00:00:00+00,light blue,0.042929917
36_01_2665,4.16,2.1,0.4,0,2022/10/01 00:00:00+00,light blue,0.036353577
36_01_2666,4.16,1.2,0.1,0,2022/10/01 00:00:00+00,green,0.076468006
36_01_2667,4.16,2.1,0.7,0,2022/10/01 00:00:00+00,light blue,0.036562276
