Master_CDF,feeder_voltage,feeder_max_hc,feeder_min_hc,feeder_dg_connected_since_refresh,hca_refresh_date,color,shape_length
36_11_24348,13.2,5.78,1.5,0,2022/10/01 00:00:00+00,dark blue,0.023743352
36_11_24351,13.2,6.61,0.3,0,2022/10/01 00:00:00+00,dark blue,0.092686761
36_11_24352,13.2,9.83,1.6,0,2022/10/01 00:00:00+00,dark blue,0.032302034
36_11_24355,13.2,6.01,0.2,0,2022/10/01 00:00:00+00,dark blue,0.049588335
36_11_24359,13.2,5.24,1.9,0,2022/10/01 00:00:00+00,dark blue,0.022571276
36_11_24451,13.2,8,0,0,2022/10/01 00:00:00+00,dark blue,0.303249332
36_11_24452,13.2,8,0.02,0.03,2022/10/01 00:00:00+00,dark blue,1.274528519
36_11_24453,13.2,8,0.1,0,2022/10/01 00:00:00+00,dark blue,0.932271851
36_11_24454,13.2,8,0.1,0,2022/10/01 00:00:00+00,dark blue,0.480327597
36_11_24751,13.2,5.44,0,0.02,2022/10/01 00:00:00+00,dark blue,1.340691545
36_11_24752,13.2,5.38,0.1,0,2022/10/01 00:00:00+00,dark blue,0.353798937
36_11_24753,13.2,0,0,0,2022/10/01 00:00:00+00,brown,1.066800503
36_11_25051,13.2,9.67,0.4,0,2022/10/01 00:00:00+00,dark blue,0.129611265
36_11_25052,13.2,9.92,0.2,0,2022/10/01 00:00:00+00,dark blue,0.19924367
36_11_25053,13.2,10,0.06,0,2022/10/01 00:00:00+00,dark blue,0.254811718
36_11_25054,13.2,9.31,0.2,0.02,2022/10/01 00:00:00+00,dark blue,0.200728711
36_11_25351,13.2,4.9,0.2,0,2022/10/01 00:00:00+00,blue,0.203975321
36_11_25352,13.2,2.7,0.23,0,2022/10/01 00:00:00+00,light blue,0.33566957
36_11_25353,13.2,3.2,0.3,0,2022/10/01 00:00:00+00,blue,0.191383291
36_11_25355,13.2,4.6,0.5,0,2022/10/01 00:00:00+00,blue,0.205085947
36_11_25356,13.2,4,0.2,0,2022/10/01 00:00:00+00,blue,0.323112565
36_11_25357,13.2,4.9,0.2,0,2022/10/01 00:00:00+00,blue,0.120801836
36_11_25358,13.2,4.9,0.12,0,2022/10/01 00:00:00+00,blue,0.284925638
36_11_25554,13.2,9.86,0.55,0,2022/10/01 00:00:00+00,dark blue,0.234045646
36_11_25555,13.2,9.92,0.3,0,2022/10/01 00:00:00+00,dark blue,0.559972079
36_11_25556,13.2,10,0.1,0,2022/10/01 00:00:00+00,dark blue,0.173244539
36_11_26051,13.2,10,0.28,0,2022/10/01 00:00:00+00,dark blue,0.830924614
36_11_26052,13.2,10,0.33,0.01,2022/10/01 00:00:00+00,dark blue,0.281891814
36_11_26053,13.2,8,0.8,0,2022/10/01 00:00:00+00,dark blue,0.151332067
36_11_26054,13.2,7.11,1.4,0,2022/10/01 00:00:00+00,dark blue,0.173729709
36_11_26055,13.2,7.32,0.6,0,2022/10/01 00:00:00+00,dark blue,0.223426838
36_11_26056,13.2,10,0.1,0,2022/10/01 00:00:00+00,dark blue,0.264768962
36_11_26057,13.2,8.05,0.4,0,2022/10/01 00:00:00+00,dark blue,0.057744896
36_11_26151,13.2,0.68,0.68,0,2022/10/01 00:00:00+00,yellow,0.078547385
36_11_26152,13.2,0.81,0.2,0,2022/10/01 00:00:00+00,yellow,0.166467375
36_11_26153,13.2,2.19,0.1,0.02,2022/10/01 00:00:00+00,light blue,0.326599146
36_11_26154,13.2,1.05,0.01,0,2022/10/01 00:00:00+00,green,0.523953972
36_11_26251,13.2,5.26,0.06,0,2022/10/01 00:00:00+00,dark blue,0.561268075
36_11_26252,13.2,5.26,0.02,0.01,2022/10/01 00:00:00+00,dark blue,1.088100743
36_11_26253,13.2,4.5,0.09,0,2022/10/01 00:00:00+00,blue,1.241936222
36_11_26551,13.2,0,0,0.01,2022/10/01 00:00:00+00,brown,0.961102816
36_11_26552,13.2,0,0,0.02,2022/10/01 00:00:00+00,brown,1.449594697
36_11_26553,13.2,7.41,0.3,0.01,2022/10/01 00:00:00+00,dark blue,0.316413301
36_11_26554,13.2,7.64,0.3,0,2022/10/01 00:00:00+00,dark blue,0.358499152
36_11_26555,13.2,10,0,0.01,2022/10/01 00:00:00+00,dark blue,0.7863807
36_11_26651,13.2,10,0.21,0.5,2022/10/01 00:00:00+00,dark blue,0.332810755
36_11_26653,13.2,9.9,0.6,0,2022/10/01 00:00:00+00,dark blue,0.310388254
36_11_26655,13.2,10,0.06,0,2022/10/01 00:00:00+00,dark blue,0.470141297
36_11_26656,13.2,9.03,0.08,0,2022/10/01 00:00:00+00,dark blue,1.014467367
36_11_26658,13.2,10,0.1,0,2022/10/01 00:00:00+00,dark blue,0.562048482
36_11_2675,4.16,3.3,0.2,0,2022/10/01 00:00:00+00,blue,0.020381782
36_11_26751,13.2,0,0,0,2022/10/01 00:00:00+00,brown,1.013975593
36_11_26752,13.2,3.9,0.5,0,2022/10/01 00:00:00+00,blue,0.347708372
36_11_26753,13.2,4,0.36,0,2022/10/01 00:00:00+00,blue,0.526495013
36_11_26754,13.2,2.6,0.2,0,2022/10/01 00:00:00+00,light blue,0.1507904
36_11_26755,13.2,4.2,0.3,0,2022/10/01 00:00:00+00,blue,0.108357597
36_11_26756,13.2,1.9,0.6,0,2022/10/01 00:00:00+00,turquoise,0.471903083
36_11_2676,4.16,3.3,0.4,0,2022/10/01 00:00:00+00,blue,0.084796273
36_11_2677,4.16,3.74,0.1,0,2022/10/01 00:00:00+00,blue,0.202571137
36_11_2678,4.16,3.74,0.1,0,2022/10/01 00:00:00+00,blue,0.188090657
36_11_26951,13.2,8.02,0,0,2022/10/01 00:00:00+00,dark blue,0.618326324
36_11_26952,13.2,0,0,0,2022/10/01 00:00:00+00,brown,1.196866593
36_11_26953,13.2,0,0,5,2022/10/01 00:00:00+00,brown,0.922955268
36_11_26954,13.2,8.85,0.2,0,2022/10/01 00:00:00+00,dark blue,0.614003888
36_32_26552,13.2,8.64,0.3,0,2022/10/01 00:00:00+00,dark blue,0.314469908
36_32_26553,13.2,0,0,0.07,2022/10/01 00:00:00+00,brown,1.537524585
36_32_26554,13.2,0,0,0.01,2022/10/01 00:00:00+00,brown,0.650589464
36_32_28185,4.8,0,0,0.01,2022/10/01 00:00:00+00,brown,0.296911897
36_32_28186,4.8,0,0,0.01,2022/10/01 00:00:00+00,brown,0.153767413
36_32_28187,4.8,0,0,0,2022/10/01 00:00:00+00,brown,0.19436441
36_32_30451,13.2,6.45,0.1,0.01,2022/10/01 00:00:00+00,dark blue,0.15617179
36_32_30452,13.2,6.45,0.2,0.05,2022/10/01 00:00:00+00,dark blue,0.266496906
36_32_32055,13.2,8.71,0.8,0,2022/10/01 00:00:00+00,dark blue,0.087333387
36_32_32056,13.2,9.21,0.1,0,2022/10/01 00:00:00+00,dark blue,0.072607766
36_32_32057,13.2,9.49,0.8,0,2022/10/01 00:00:00+00,dark blue,0.074257079
36_32_322151,13.2,0,0,0.04,2022/10/01 00:00:00+00,brown,1.747641204
36_32_322152,13.2,9.92,0.8,0.77,2022/10/01 00:00:00+00,dark blue,0.600336191
36_32_322153,13.2,0,0,0.01,2022/10/01 00:00:00+00,brown,0.39875571
36_32_34551,13.2,7.5,0,0.01,2022/10/01 00:00:00+00,dark blue,0.431829005
36_32_34552,13.2,7.86,0.05,0.01,2022/10/01 00:00:00+00,dark blue,0.817038467
36_32_34553,13.2,0.1,0,0.01,2022/10/01 00:00:00+00,brown,0.549783127
36_32_34554,13.2,2.8,0,0.02,2022/10/01 00:00:00+00,light blue,0.763391788
36_32_34555,13.2,0,0,0.09,2022/10/01 00:00:00+00,brown,0.511182299
36_32_34556,13.2,0,0,0.02,2022/10/01 00:00:00+00,brown,0.671378976
36_32_34557,13.2,0,0,0,2022/10/01 00:00:00+00,brown,0.793120681
36_32_34558,13.2,0,0,0.03,2022/10/01 00:00:00+00,brown,0.41364621
36_32_36050,13.2,10,0.5,0,2022/10/01 00:00:00+00,dark blue,0.027736172
36_32_36051,13.2,0,0,0.05,2022/10/01 00:00:00+00,brown,0.601171912
36_32_36052,13.2,5.2,0.5,0,2022/10/01 00:00:00+00,dark blue,0.031651156
36_32_36053,13.2,3.9,0,0,2022/10/01 00:00:00+00,blue,0.408413688
36_32_36054,13.2,2.9,0.5,0,2022/10/01 00:00:00+00,light blue,0.05328992
36_32_36055,13.2,5,0.1,0,2022/10/01 00:00:00+00,dark blue,0.153249412
36_32_36451,13.2,9.4,0.01,0.03,2022/10/01 00:00:00+00,dark blue,0.493936449
36_32_36452,13.2,0,0,0.05,2022/10/01 00:00:00+00,brown,1.055389226
36_32_36453,13.2,0,0,0.05,2022/10/01 00:00:00+00,brown,0.915543811
36_32_36551,13.2,5.4,0,0,2022/10/01 00:00:00+00,dark blue,0.745786528
36_32_36552,13.2,8.44,0.27,0.02,2022/10/01 00:00:00+00,dark blue,0.566973085
36_32_36553,13.2,7.77,0.4,0.01,2022/10/01 00:00:00+00,dark blue,0.292246771
36_32_36555,13.2,4.1,0.22,0.01,2022/10/01 00:00:00+00,blue,0.327567887
36_32_36556,13.2,4.6,0,0,2022/10/01 00:00:00+00,blue,0.233065412
36_32_36557,13.2,8.12,0.2,0.02,2022/10/01 00:00:00+00,dark blue,0.28492796
36_32_37051,13.2,9.72,0.1,0.01,2022/10/01 00:00:00+00,dark blue,0.367178777
36_32_37052,13.2,9.72,0.03,0.01,2022/10/01 00:00:00+00,dark blue,0.233119776
36_32_37055,13.2,8.89,0.2,0.01,2022/10/01 00:00:00+00,dark blue,0.557202546
36_32_37056,13.2,9.72,0,0.03,2022/10/01 00:00:00+00,dark blue,0.658430562
36_32_37057,13.2,9.69,0.1,0,2022/10/01 00:00:00+00,dark blue,0.284429162
36_32_37058,13.2,9.26,0.1,0,2022/10/01 00:00:00+00,dark blue,0.28953168
36_32_38151,13.2,9.24,0.16,0.01,2022/10/01 00:00:00+00,dark blue,0.565627796
36_32_38152,13.2,10,0.3,0,2022/10/01 00:00:00+00,dark blue,0.227210821
36_32_38153,13.2,9.24,0,0,2022/10/01 00:00:00+00,dark blue,0.323360739
36_32_38154,13.2,9.24,0.5,0,2022/10/01 00:00:00+00,dark blue,0.333215375
36_32_44256,13.2,6.6,0.03,0.02,2022/10/01 00:00:00+00,dark blue,1.221039633
36_32_44257,13.2,2.6,0.24,0.02,2022/10/01 00:00:00+00,light blue,0.658291428
36_32_44258,13.2,3.3,0.05,0.01,2022/10/01 00:00:00+00,blue,0.685596529
36_33_03551,13.2,9.1,0,0,2022/10/01 00:00:00+00,dark blue,0.354170264
36_33_03552,13.2,7.4,0.1,0.03,2022/10/01 00:00:00+00,dark blue,0.587724153
36_33_08751,13.2,0,0,0.06,2022/10/01 00:00:00+00,brown,0.921029599
36_33_08752,13.2,8.3,0.1,0.02,2022/10/01 00:00:00+00,dark blue,0.462984434
36_33_08753,13.2,0,0,0.01,2022/10/01 00:00:00+00,brown,0.847460439
36_33_08754,13.2,9.72,0.15,0,2022/10/01 00:00:00+00,dark blue,0.144945172
36_33_08755,13.2,0,0,5,2022/10/01 00:00:00+00,brown,0.461157393
36_33_08756,13.2,9.72,0,0,2022/10/01 00:00:00+00,dark blue,0.163042696
36_33_30351,13.2,0,0,-0.24,2022/10/01 00:00:00+00,brown,1.389358965
36_33_30352,13.2,0,0,0.05,2022/10/01 00:00:00+00,brown,0.89295093
36_33_30353,13.2,0,0,5.03,2022/10/01 00:00:00+00,brown,1.907966058
36_33_30354,13.2,0,0,0.31,2022/10/01 00:00:00+00,brown,0.874869759
36_33_42752,13.2,0,0,0.53,2022/10/01 00:00:00+00,brown,1.239088155
36_33_42753,13.2,0,0,0.03,2022/10/01 00:00:00+00,brown,1.461611392
36_33_42754,13.2,0,0,0.02,2022/10/01 00:00:00+00,brown,0.630563251
36_33_45451,13.2,0,0,0.04,2022/10/01 00:00:00+00,brown,0.646105706
36_35_01831,4.8,0,0,0,2022/10/01 00:00:00+00,brown,1.022024375
36_35_02051,13.2,0,0,0.05,2022/10/01 00:00:00+00,brown,1.841872294
36_35_03851,13.2,4.48,0.1,0,2022/10/01 00:00:00+00,blue,1.274271948
36_35_04351,13.2,8.07,0.2,0,2022/10/01 00:00:00+00,dark blue,0.11947268
36_35_04352,13.2,8.07,0.2,0,2022/10/01 00:00:00+00,dark blue,0.152723498
36_35_04353,13.2,8.21,0.1,0,2022/10/01 00:00:00+00,dark blue,0.708256391
36_35_04355,13.2,8.07,0.1,0,2022/10/01 00:00:00+00,dark blue,0.07710306
36_35_04356,13.2,0,0,0,2022/10/01 00:00:00+00,brown,0.467706861
36_35_04357,13.2,0,0,0,2022/10/01 00:00:00+00,brown,0.62235625
36_35_04358,13.2,10,0.3,0,2022/10/01 00:00:00+00,dark blue,0.076731649
36_35_06120,4.16,1.3,0.2,0,2022/10/01 00:00:00+00,green,0.083429108
36_35_06121,4.16,1.4,0.2,0,2022/10/01 00:00:00+00,green,0.037287302
36_35_06122,4.16,2.54,0.7,0,2022/10/01 00:00:00+00,light blue,0.014546869
36_35_06123,4.16,3.35,0.3,0,2022/10/01 00:00:00+00,blue,0.05863082
36_35_06124,4.16,2.12,0.2,0,2022/10/01 00:00:00+00,light blue,0.064276029
36_35_06125,4.16,0,0,0.01,2022/10/01 00:00:00+00,brown,0.737006078
36_35_07201,4.16,2.3,0.2,0,2022/10/01 00:00:00+00,light blue,0.090562644
36_35_07204,4.16,2.28,0.6,0,2022/10/01 00:00:00+00,light blue,0.083065402
36_35_07206,4.16,2.4,0.6,0,2022/10/01 00:00:00+00,light blue,0.048156049
36_35_07207,4.16,2.3,0.19,0.02,2022/10/01 00:00:00+00,light blue,0.117105583
36_35_07251,13.2,0,0,0,2022/10/01 00:00:00+00,brown,0.591019017
36_35_07252,13.2,3.4,0.1,0,2022/10/01 00:00:00+00,blue,0.05972583
36_35_07253,13.2,0,0,0.01,2022/10/01 00:00:00+00,brown,1.361865323
36_35_15451,13.2,0,0,0,2022/10/01 00:00:00+00,brown,1.375432692
36_35_20881,4.8,1.25,0.01,0,2022/10/01 00:00:00+00,green,0.654305691
36_35_21932,4.8,0,0,0,2022/10/01 00:00:00+00,brown,1.073051608
36_35_31114,4.16,2.41,0.2,0,2022/10/01 00:00:00+00,light blue,0.082995379
36_35_31115,4.16,2.41,0.4,0,2022/10/01 00:00:00+00,light blue,0.114839642
36_35_31116,4.16,2.41,0.1,0,2022/10/01 00:00:00+00,light blue,0.219227831
36_35_31117,4.16,2.71,0.2,0.01,2022/10/01 00:00:00+00,light blue,0.069090567
36_35_33251,13.2,8.8,0.02,0.01,2022/10/01 00:00:00+00,dark blue,1.079663921
36_35_33252,13.2,1.8,0.04,0,2022/10/01 00:00:00+00,turquoise,1.617056063
36_35_33551,13.2,0.3,0.03,0.02,2022/10/01 00:00:00+00,red,2.149610066
36_35_33554,13.2,0,0,0,2022/10/01 00:00:00+00,brown,0.830836954
36_35_35651,13.2,0,0,0,2022/10/01 00:00:00+00,brown,1.340970651
36_35_35851,13.2,10,0.1,0,2022/10/01 00:00:00+00,dark blue,0.295627134
36_35_35852,13.2,10,0.09,2.11,2022/10/01 00:00:00+00,dark blue,0.73421059
36_35_35853,13.2,0,0,0,2022/10/01 00:00:00+00,brown,0.410649405
36_35_35854,13.2,0,0,0,2022/10/01 00:00:00+00,brown,0.417210085
36_35_36652,13.2,0,0,0,2022/10/01 00:00:00+00,brown,1.017592239
36_35_36653,13.2,8.96,0.1,0,2022/10/01 00:00:00+00,dark blue,1.476130263
36_35_36654,13.2,8.84,0.1,0,2022/10/01 00:00:00+00,dark blue,1.549758141
36_35_37952,13.2,10,0,0.01,2022/10/01 00:00:00+00,dark blue,0.903585215
36_35_37953,13.2,10,0.5,0,2022/10/01 00:00:00+00,dark blue,0.223408547
36_35_37954,13.2,0,0,9.98,2022/10/01 00:00:00+00,brown,0.797910241
36_35_39251,13.2,0,0,0,2022/10/01 00:00:00+00,brown,0.754927135
36_35_39252,13.2,0,0,0.02,2022/10/01 00:00:00+00,brown,2.298180401
36_11_27451,13.2,2.81,0.18,0,2022/10/01 00:00:00+00,light blue,1.520379119
36_11_2860,4.16,2.9,0.6,0,2022/10/01 00:00:00+00,light blue,0.034019801
36_11_2862,4.16,2.87,0.3,0,2022/10/01 00:00:00+00,light blue,0.095545377
36_11_28651,13.2,9.72,0.2,0,2022/10/01 00:00:00+00,dark blue,0.424516307
36_11_28652,13.2,8.64,0.2,0,2022/10/01 00:00:00+00,dark blue,0.19630638
36_11_28654,13.2,8.05,1.4,0.04,2022/10/01 00:00:00+00,dark blue,0.110419253
36_11_28656,13.2,10,0.1,0,2022/10/01 00:00:00+00,dark blue,0.239801078
36_11_28657,13.2,10,0.2,0,2022/10/01 00:00:00+00,dark blue,0.123731963
36_11_28658,13.2,10,0.16,0,2022/10/01 00:00:00+00,dark blue,0.506243932
36_11_2867,4.16,2.95,0.2,0,2022/10/01 00:00:00+00,light blue,0.054802903
36_11_2868,4.16,3.4,0.4,0,2022/10/01 00:00:00+00,blue,0.106416881
36_11_2869,4.16,3.06,0.3,0,2022/10/01 00:00:00+00,blue,0.075716667
36_11_2870,4.16,1.82,0.4,0,2022/10/01 00:00:00+00,turquoise,0.032392116
36_11_2873,4.16,0.7,0.1,0,2022/10/01 00:00:00+00,yellow,0.086416362
36_11_2874,4.16,0,0,0,2022/10/01 00:00:00+00,brown,0.097058437
36_11_29055,13.2,0.48,0.4,0,2022/10/01 00:00:00+00,red,0.085449782
36_11_29056,13.2,0.96,0.1,0,2022/10/01 00:00:00+00,yellow,0.591901777
36_11_29057,13.2,1.56,0.63,0,2022/10/01 00:00:00+00,turquoise,0.323706677
36_11_29058,13.2,1.28,0.26,0,2022/10/01 00:00:00+00,green,0.427303527
36_11_29154,13.2,0,0,0.02,2022/10/01 00:00:00+00,brown,0.684150079
36_11_29155,13.2,8.96,0.17,0,2022/10/01 00:00:00+00,dark blue,0.60651123
36_11_29156,13.2,9.4,0,0,2022/10/01 00:00:00+00,dark blue,0.45085508
36_11_29451,13.2,0,0,0,2022/10/01 00:00:00+00,brown,1.810355038
36_11_29551,13.2,8.55,0.2,0,2022/10/01 00:00:00+00,dark blue,0.122295697
36_11_29552,13.2,8.35,0.3,0,2022/10/01 00:00:00+00,dark blue,0.075152566
36_11_29553,13.2,8.55,1.4,0,2022/10/01 00:00:00+00,dark blue,0.085904706
36_11_29554,13.2,8.35,0.3,0,2022/10/01 00:00:00+00,dark blue,0.143050688
36_11_29753,13.2,9.03,0.3,0.01,2022/10/01 00:00:00+00,dark blue,0.497707173
36_11_29754,13.2,7.52,0.03,0,2022/10/01 00:00:00+00,dark blue,0.721256797
36_11_29755,13.2,8.78,0.5,0,2022/10/01 00:00:00+00,dark blue,0.707263648
36_11_29756,13.2,8.12,1.4,0,2022/10/01 00:00:00+00,dark blue,0.025944802
36_11_29757,13.2,8.92,1.4,0,2022/10/01 00:00:00+00,dark blue,0.026694056
36_11_32554,13.2,9.98,0.2,0.04,2022/10/01 00:00:00+00,dark blue,0.80783973
36_11_32555,13.2,9.44,0.16,0.01,2022/10/01 00:00:00+00,dark blue,0.819171714
36_11_32556,13.2,0.1,0,0,2022/10/01 00:00:00+00,brown,0.885838866
36_11_4430,4.8,3.3,0.2,0,2022/10/01 00:00:00+00,blue,0.159480477
36_11_4463,4.8,0,0,0,2022/10/01 00:00:00+00,brown,0.187757293
36_11_5027,4.16,0,0,0,2022/10/01 00:00:00+00,brown,0.265751855
36_11_5164,4.8,0,0,0,2022/10/01 00:00:00+00,brown,0.215068714
36_11_5165,4.8,0,0,0,2022/10/01 00:00:00+00,brown,0.809190614
36_11_5561,4.8,0,0,0.01,2022/10/01 00:00:00+00,brown,0.380547883
36_11_5866,4.8,0.27,0.27,0,2022/10/01 00:00:00+00,brown,0.122584085
36_11_5867,4.8,0.29,0.1,0,2022/10/01 00:00:00+00,brown,0.111225739
36_11_5951,13.2,10,0.1,0,2022/10/01 00:00:00+00,dark blue,0.215952946
36_11_5952,13.2,10,0,0,2022/10/01 00:00:00+00,dark blue,0.188099299
36_11_5953,13.2,1.42,0.3,0,2022/10/01 00:00:00+00,green,0.404702287
36_11_5955,13.2,1.54,0.3,0,2022/10/01 00:00:00+00,turquoise,0.157444406
36_11_5956,13.2,1.82,0.3,0.01,2022/10/01 00:00:00+00,turquoise,0.643778892
36_11_5957,13.2,2.09,0.2,0.01,2022/10/01 00:00:00+00,light blue,0.418349211
36_11_5958,13.2,0.1,0,0,2022/10/01 00:00:00+00,brown,0.794478682
36_11_690051,13.2,1.19,0.2,0,2022/10/01 00:00:00+00,green,0.260400873
36_11_690052,13.2,1.8,0.2,0,2022/10/01 00:00:00+00,turquoise,0.371495055
36_11_690053,13.2,0.7,0.2,0.01,2022/10/01 00:00:00+00,yellow,0.510461139
36_11_690055,13.2,0.1,0,0.01,2022/10/01 00:00:00+00,brown,0.843781006
36_11_690056,13.2,1.62,0.1,0,2022/10/01 00:00:00+00,turquoise,0.216623813
36_11_690057,13.2,1.84,0.2,0.01,2022/10/01 00:00:00+00,turquoise,0.376488875
36_11_7253,13.2,9.4,0.3,0,2022/10/01 00:00:00+00,dark blue,0.235275821
36_11_7254,13.2,1.47,0.3,0,2022/10/01 00:00:00+00,green,0.193831597
36_11_7255,13.2,1.42,0.4,0,2022/10/01 00:00:00+00,green,0.224143942
36_11_7256,13.2,8.14,0.1,0,2022/10/01 00:00:00+00,dark blue,0.236628537
36_11_7257,13.2,0.64,0.3,0,2022/10/01 00:00:00+00,yellow,0.071139136
36_11_7258,13.2,8.14,0.2,0.01,2022/10/01 00:00:00+00,dark blue,0.23169492
36_12_11706,4.8,0.15,0.15,0,2022/10/01 00:00:00+00,brown,0.053220337
36_12_12962,4.8,0,0,0,2022/10/01 00:00:00+00,brown,0.000500978
36_12_22869,4.8,0,0,0,2022/10/01 00:00:00+00,brown,1.068265961
36_12_23051,13.2,0.13,0.13,0,2022/10/01 00:00:00+00,brown,0.114298374
36_12_2425,4.16,0,0,0,2022/10/01 00:00:00+00,brown,0.70361732
36_12_24651,13.2,0.33,0.3,0,2022/10/01 00:00:00+00,red,0.400123301
36_12_27051,13.2,0.75,0.3,0,2022/10/01 00:00:00+00,yellow,0.213266364
36_12_27052,13.2,0.8,0,0.02,2022/10/01 00:00:00+00,yellow,1.201074849
36_12_27651,13.2,0,0,0,2022/10/01 00:00:00+00,brown,0.613331923
36_12_27851,13.2,1.67,0.05,5.01,2022/10/01 00:00:00+00,turquoise,2.040189545
36_12_27852,13.2,0.1,0,5.01,2022/10/01 00:00:00+00,brown,0.907397387
36_12_27853,13.2,1.7,0.07,0.01,2022/10/01 00:00:00+00,turquoise,1.376818622
36_12_33451,13.2,10,0,0.01,2022/10/01 00:00:00+00,dark blue,0.785909388
36_12_33452,13.2,0,0,0.01,2022/10/01 00:00:00+00,brown,0.692786848
36_12_33453,13.2,10,0,3,2022/10/01 00:00:00+00,dark blue,0.797965972
36_12_33454,13.2,0,0,0.03,2022/10/01 00:00:00+00,brown,0.509631581
36_12_50202,4.8,0.22,0.22,0,2022/10/01 00:00:00+00,brown,0.048611245
36_12_50203,4.8,0.3,0.2,0,2022/10/01 00:00:00+00,red,0.540847329
36_12_7473,4.8,0,0,0,2022/10/01 00:00:00+00,brown,0.967498281
36_13_32355,13.2,0,0,0.03,2022/10/01 00:00:00+00,brown,1.55286989
36_13_32356,13.2,0.74,0.03,4.99,2022/10/01 00:00:00+00,yellow,1.048190233
36_13_32358,13.2,0,0,0.01,2022/10/01 00:00:00+00,brown,2.520167028
36_13_72661,4.8,0,0,0,2022/10/01 00:00:00+00,brown,0.144978749
36_13_73351,13.2,0,0,0.02,2022/10/01 00:00:00+00,brown,2.227944519
36_13_73352,13.2,0.67,0,0.01,2022/10/01 00:00:00+00,yellow,2.312002386
36_13_73353,13.2,0,0,0.01,2022/10/01 00:00:00+00,brown,1.459028795
36_13_74865,4.8,0,0,0,2022/10/01 00:00:00+00,brown,0.271989049
36_13_74866,4.8,0.56,0.3,0,2022/10/01 00:00:00+00,yellow,0.08873285
36_13_74867,4.8,0.13,0.13,0,2022/10/01 00:00:00+00,brown,0.032436869
36_13_74868,4.8,1.28,0.2,0,2022/10/01 00:00:00+00,green,0.117100846
36_13_75461,4.8,0.15,0.1,0,2022/10/01 00:00:00+00,brown,0.034428287
36_13_75463,4.8,0,0,0,2022/10/01 00:00:00+00,brown,0.083605525
36_13_75464,4.8,0.15,0.15,0,2022/10/01 00:00:00+00,brown,0.038656314
36_13_76051,13.2,1.84,0.2,0,2022/10/01 00:00:00+00,turquoise,0.256137743
36_13_76052,13.2,1.4,0.1,0,2022/10/01 00:00:00+00,green,0.298105968
36_13_76053,13.2,1.66,0.3,0,2022/10/01 00:00:00+00,turquoise,0.65800761
36_13_76054,13.2,1.92,0.6,0,2022/10/01 00:00:00+00,turquoise,0.18525748
36_13_76055,13.2,0.58,0.2,5.02,2022/10/01 00:00:00+00,yellow,0.311274306
36_13_76056,13.2,0,0,0.02,2022/10/01 00:00:00+00,brown,1.399663428
36_13_76462,4.8,0,0,0,2022/10/01 00:00:00+00,brown,0.984328143
36_13_76676,4.8,0.31,0.31,0,2022/10/01 00:00:00+00,red,0.048979783
36_13_76677,4.8,0.56,0.5,0,2022/10/01 00:00:00+00,yellow,0.109311516
36_13_76678,4.8,0.17,0.17,0,2022/10/01 00:00:00+00,brown,0.035855293
36_13_76679,4.8,0.41,0.3,0,2022/10/01 00:00:00+00,red,0.135108215
36_13_81361,4.8,0.32,0.2,0,2022/10/01 00:00:00+00,red,0.18828023
36_13_81755,13.2,0,0,0.05,2022/10/01 00:00:00+00,brown,1.061181625
